Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Serotonin HTR1 Group And FOS Pathway WP722	1/37	0.06454276442499271	0.14010129857736534	0	0	15.815873015873017	43.34224956187957	ITPR1
IL5 Signaling WP127	1/37	0.06454276442499271	0.14010129857736534	0	0	15.815873015873017	43.34224956187957	MAPT
IL2 Signaling WP49	1/37	0.06454276442499271	0.14010129857736534	0	0	15.815873015873017	43.34224956187957	MAPT
Striated Muscle Contraction Pathway WP383	1/38	0.06622970478202725	0.14010129857736534	0	0	15.387644787644788	41.77170375778716	TPM1
Renin Angiotensin Aldosterone System RAAS WP4756	1/44	0.07628941097007867	0.14648767088285322	0	0	13.236544850498339	34.06055692187746	ITPR1
15Q25 Copy Number Variation WP5408	1/45	0.077955752812053	0.14648767088285322	0	0	12.935064935064934	33.0052912902955	ITPR1
Alzheimer 39 S Disease WP5124	2/261	0.08000999614931227	0.14648767088285322	0	0	4.475357710651828	11.30297999395427	ITPR1;MAPT
Alzheimer 39 S Disease And miRNA Effects WP2059	2/261	0.08000999614931227	0.14648767088285322	0	0	4.475357710651828	11.30297999395427	ITPR1;MAPT
Microtubule Cytoskeleton Regulation WP2038	1/48	0.08293726244296368	0.14648767088285322	0	0	12.10759878419453	30.143935528683446	MAPT
IL4 Signaling WP395	1/50	0.08624372197430759	0.14648767088285322	0	0	11.612244897959183	28.456712045041098	FLNA
Copper Homeostasis WP3286	1/51	0.08789260252971193	0.14648767088285322	0	0	11.379428571428571	27.67066954509134	MAPT
Kit Receptor Signaling WP304	1/53	0.09118168990618711	0.14749979249530268	0	0	10.94065934065934	26.201797862420793	MAPT
11P11 2 Copy Number Variation Syndrome WP5348	1/56	0.09609371046911784	0.14930255311838395	0	0	10.342337662337663	24.226216623281367	TSPAN18
Neurogenesis Regulation In The Olfactory Epithelium WP5265	1/57	0.0977253074956695	0.14930255311838395	0	0	10.157142857142857	23.62139780665354	MAPT
DYRK1A Involvement Regarding Cell Prolif In Brain Development WP5180	1/62	0.10584043864033445	0.15733038176265932	0	0	9.322248243559718	20.936115926277918	MAPT
Prolactin Signaling WP2037	1/74	0.12502831044307816	0.1719583380922975	0	0	7.785127201565558	16.186953906631256	FLNA
Affected Pathways In Duchenne Muscular Dystrophy WP5356	1/74	0.12502831044307816	0.1719583380922975	0	0	7.785127201565558	16.186953906631256	ITPR1
T Cell Receptor Signaling WP69	1/75	0.12660910599668915	0.1719583380922975	0	0	7.67953667953668	15.870920964553154	ITPR1
Joubert Syndrome WP4656	1/76	0.12818712475971267	0.1719583380922975	0	0	7.576761904761905	15.564670508835613	FLNA
T Cell Activation SARS CoV 2 WP5098	1/88	0.1469084770858721	0.19238014856483251	0	0	6.527750410509031	12.51986946595007	ITPR1
G Protein Signaling WP35	1/91	0.15152739463692314	0.19381410941932029	0	0	6.309206349206349	11.90540201874753	ITPR1
Integrin Mediated Cell Adhesion WP185	1/101	0.1667488592559496	0.208436074069937	0	0	5.675428571428571	10.1662047056792	TNS1
HDAC6 Interactions In The Central Nervous System WP5426	1/112	0.1831858560080366	0.2217389329888217	0	0	5.11016731016731	8.67325208629207	MAPT
Pleural Mesothelioma WP5087	2/437	0.1854543803179236	0.2217389329888217	0	0	2.640838404327248	4.449671044532492	BAG2;RASSF3
Spinal Cord Injury WP2431	1/119	0.19348116875920365	0.22208183268481338	0	0	4.805326876513317	7.893110228215557	CSPG4
Effect Of Omega 3 PUFA On Huntington 39 S Disease Pathways WP5470	1/120	0.19494159009588247	0.22208183268481338	0	0	4.764705882352941	7.790557621409014	ITPR1
Fragile X Syndrome WP4549	1/122	0.19785472366465193	0.22208183268481338	0	0	4.685478158205431	7.591515900355309	ITPR1
Ebola Virus Infection In Host WP4217	1/129	0.20797020604342817	0.228767226647771	0	0	4.427678571428571	6.953051312628677	FLNA
TGF Beta Signaling Pathway WP366	1/132	0.21226734804107084	0.22891576749527245	0	0	4.325627044711014	6.704327089616511	TGFB1I1
Brain Derived Neurotrophic Factor BDNF Signaling WP2380	1/137	0.21937893133793554	0.23203540814589335	0	0	4.165546218487395	6.318945182020532	MAPT
Calcium Regulation In Cardiac Cells WP536	1/151	0.23896090725311353	0.24797829997964613	0	0	3.774095238095238	5.402448663008525	ITPR1
Focal Adhesion WP306	1/199	0.3025400389917896	0.3081426323064524	0	0	2.8522366522366522	3.409967713310379	FLNA
ADHD And Autism ASD Pathways WP5420	1/370	0.48973785467986697	0.48973785467986697	0	0	1.5172280294231513	1.0831263643826445	CNTN1
