Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Retrograde endocannabinoid signaling	1/148	0.2348053927265232	0.3062900379004006	0	0	3.851700680272109	5.581107444989292	ITPR1
Adrenergic signaling in cardiomyocytes	1/150	0.23757817952737253	0.3062900379004006	0	0	3.7996164908916588	5.4610312225860005	TPM1
Oxytocin signaling pathway	1/154	0.24309447812500545	0.3062900379004006	0	0	3.6995331465919703	5.232268642481321	ITPR1
Cushing syndrome	1/155	0.24446747821692336	0.3062900379004006	0	0	3.675324675324675	5.177330608217989	ITPR1
Cellular senescence	1/156	0.24583805673584785	0.3062900379004006	0	0	3.6514285714285712	5.1232546733342605	ITPR1
cGMP-PKG signaling pathway	1/167	0.26075578237687413	0.3160043875959588	0	0	3.4075731497418245	4.580361040310344	ITPR1
Tight junction	1/169	0.2634370982943263	0.3160043875959588	0	0	3.3666666666666667	4.49093354068335	AMOTL1
Protein processing in endoplasmic reticulum	1/171	0.26610895797554424	0.3160043875959588	0	0	3.32672268907563	4.404079961053591	BAG2
NOD-like receptor signaling pathway	1/181	0.27932754321749514	0.3265983582235328	0	0	3.14031746031746	4.0050672939921625	ITPR1
Kaposi sarcoma-associated herpesvirus infection	1/193	0.2948844932638469	0.3395639619401874	0	0	2.9422619047619047	3.5930065236105273	ITPR1
Focal adhesion	1/201	0.30507388351607073	0.34605395742121453	0	0	2.8234285714285714	3.35197804412599	FLNA
Human immunodeficiency virus 1 infection	1/212	0.31885085819729947	0.35528556248827414	0	0	2.674746106973595	3.0573198964761987	ITPR1
Lipid and atherosclerosis	1/215	0.322561892259091	0.35528556248827414	0	0	2.636849132176235	2.9834899708625975	ITPR1
Human cytomegalovirus infection	1/225	0.334790585674028	0.36348692158894463	0	0	2.517857142857143	2.7551653296815624	ITPR1
Calcium signaling pathway	1/240	0.3527321710081166	0.3775724647410825	0	0	2.358039450089659	2.4571861247715274	ITPR1
Shigellosis	1/246	0.3597762958965895	0.3781992713044749	0	0	2.299591836734694	2.350810280006541	ITPR1
Salmonella infection	1/249	0.3632703527003509	0.3781992713044749	0	0	2.2714285714285714	2.3000666262058225	FLNA
Prion disease	1/273	0.3905632596158505	0.4011190233892518	0	0	2.0684873949579834	1.94472012676662	ITPR1
Huntington disease	1/306	0.42624112374582634	0.4304251955593035	0	0	1.8415925058548008	1.5704181468571965	ITPR1
MicroRNAs in cancer	1/310	0.4304251955593035	0.4304251955593035	0	0	1.8173832639852057	1.532020891545139	TPM1
